Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
127,381,0,0,24.0038064118596,20.4930665086475,-84.1501239339223,0.134012660182183,0.00670063300910915,0,3
128,259,156,60.2316602316602,23.7130409640065,14.0318669564194,-35.4146518110069,0.415035203270498,0.191081838140662,1,3
129,317,0,0,26.7997071399765,15.2322206708289,12.9524781120207,0.204255582359127,0.00925341745531019,0,3
130,394,0,0,28.3771683732049,18.1189807942905,38.3477712181037,0.131422315118941,0.00495670349358017,0,3
131,240,2,0.833333333333333,18.0665436650179,17.0458206021301,90,0.350163398692811,0.00581699346405228,0,3
132,417,2,0.479616306954436,23.7582475626789,22.9197359335251,-16.7518640264422,0.110706728734659,0.0149809564113415,0,3
133,687,4,0.582241630276565,31.3066338301057,28.2879239145368,1.01624946889548,0.200308245568971,0.00300254017181836,0,3
134,521,3,0.575815738963532,28.8149880728715,23.24869450876,9.08962183753875,0.376718979338377,0.0133679575477024,0,3
135,536,0,0,29.7248172339448,23.0687332496797,66.8644774217391,0.317895815042435,0.00705297044190809,0,3
136,446,110,24.6636771300448,24.5730793859479,23.2030515985609,77.0709224413272,0.209513760661216,0.0811395410182012,1,3
137,616,0,0,32.6027636878377,24.8986873455933,19.7807419742883,0.193926661573721,0.00562133944486884,0,3
138,280,134,47.8571428571429,22.5151622856624,16.0828991205265,68.9291379138283,0.124929971988795,0.129425770308123,1,3
139,547,0,0,28.2178102074914,25.1860578768871,-50.2619039765331,0.168469727927735,0.00149119977058465,0,3
140,462,0,0,38.5753969837272,18.1873293584641,-36.3267128602833,0.619837025719379,0.00117986588574824,0,3
141,559,1,0.178890876565295,28.3430441152265,25.4232384778825,64.9464692759724,0.313886842751412,0.00713458907713352,0,3
142,679,0,0,30.2145230440303,28.7435546110288,67.9029021522215,0.137127840827053,0.00183083542695428,0,3
143,210,1,0.476190476190476,21.3695257280765,12.6169329979591,8.74234746701187,0.114024276377217,0.00429505135387488,0,3
144,613,1,0.163132137030995,29.1337383152561,27.0104201887891,19.0547126013882,0.30221667786201,0.0164731471707769,0,3
145,316,0,0,23.0569910289879,17.7384506343476,-39.0818854639975,0.302084884586746,0.00146438322164309,0,3
146,656,275,41.9207317073171,34.2132830917603,24.9546128437414,24.8823884095221,0.215734098517457,0.121036585365854,1,3
147,613,2,0.32626427406199,30.7316438459711,25.6599515123282,59.2237169482155,0.31804369382337,0.00908422096407892,0,3
148,425,0,0,29.6770170359003,18.5937761067663,-58.6667226131879,0.182219146482122,0.0117001153402537,0,3
149,188,0,0,21.1926385711355,11.4306234973395,5.68955473294394,0.114080100125156,0.000709219858156028,0,3
150,524,1,0.190839694656489,30.1145884327646,22.4420901501972,80.3736038467646,0.356017063313875,0.0159482113456069,0,3
151,472,1,0.211864406779661,26.9037007127702,23.2469916792194,52.0063232526445,0.148811897640413,0.00969591226321035,0,3
152,644,0,0,30.802729209765,26.7880517209734,26.1088609326644,0.233205456095482,0.00395810498112288,0,3
153,466,173,37.1244635193133,36.6540390860256,17.0130067628268,46.4994387432975,0.216973828157873,0.114154674745435,1,3
154,109,0,0,20.3630995403463,7.1402605583294,25.0379940942806,0.149415362475265,0.00313005936319482,0,3
155,218,0,0,24.2024793349145,11.7791449831883,-5.80192676644662,0.120363374707681,0.0018348623853211,0,3
156,486,3,0.617283950617284,29.7861112514216,20.9785494677409,69.2930423042145,0.334955216654564,0.0186072783022674,0,3
157,402,0,0,28.0864846608514,18.6790699100847,-56.2124402929172,0.124924397619745,0.00519949273241634,0,3
158,1,0,0,1.15470053837925,1.15470053837925,0,0.12156862745098,0,0,3
159,443,0,0,29.922328935851,19.1634251015939,54.3429705639052,0.220077015004648,0.0131722214845306,0,3
160,562,1,0.177935943060498,28.4250051219787,25.297852216726,25.6252630076294,0.185751168794921,0.0141441630032796,0,3
161,229,0,0,20.2350638581024,15.1701684666901,-24.684285248856,0.262556725747067,0.00205497045979964,0,3
162,461,322,69.8481561822126,34.2298975042401,17.8055612324257,37.6683197824975,0.358623622984986,0.17488835013398,1,3
163,702,1,0.142450142450142,31.691151007252,28.4038086303108,13.9404551257719,0.263599798893917,0.00659739679347521,0,3
